2019-12-02 00:00:00 Launching analysis for BacktestingAlgorithm.py with LEAN Engine v2.5.0.0
2021-03-02 16:00:00 No data available for AMZN at this time.
2021-03-02 16:00:00 No data available for TSLA at this time.
2021-03-02 16:00:00 No data available for JNJ at this time.
2021-03-02 16:00:00 No data available for PG at this time.
2021-03-03 16:00:00 Received data for AAPL: Close Price = 122.06
2021-03-03 16:00:00 No data available for MSFT at this time.
2021-03-03 16:00:00 Received data for GOOGL: Close Price = 2011.41
2021-03-03 16:00:00 No data available for AMZN at this time.
2021-03-03 16:00:00 No data available for TSLA at this time.
2021-03-03 16:00:00 No data available for JNJ at this time.
2021-03-03 16:00:00 No data available for PG at this time.
2021-03-04 16:00:00 Received data for AAPL: Close Price = 120.13
2021-03-04 16:00:00 No data available for MSFT at this time.
2021-03-04 16:00:00 Received data for GOOGL: Close Price = 2033.93
2021-03-04 16:00:00 No data available for AMZN at this time.
2021-03-04 16:00:00 No data available for TSLA at this time.
2021-03-04 16:00:00 No data available for JNJ at this time.
2021-03-04 16:00:00 No data available for PG at this time.
2021-03-05 16:00:00 Received data for AAPL: Close Price = 121.42
2021-03-05 16:00:00 No data available for MSFT at this time.
2021-03-05 16:00:00 Received data for GOOGL: Close Price = 2097.07
2021-03-05 16:00:00 No data available for AMZN at this time.
2021-03-05 16:00:00 No data available for TSLA at this time.
2021-03-05 16:00:00 No data available for JNJ at this time.
2021-03-05 16:00:00 No data available for PG at this time.
2021-03-08 16:00:00 Received data for AAPL: Close Price = 116.36
2021-03-08 16:00:00 No data available for MSFT at this time.
2021-03-08 16:00:00 Received data for GOOGL: Close Price = 2007.5
2021-03-08 16:00:00 No data available for AMZN at this time.
2021-03-08 16:00:00 No data available for TSLA at this time.
2021-03-08 16:00:00 No data available for JNJ at this time.
2021-03-08 16:00:00 No data available for PG at this time.
2021-03-09 16:00:00 Received data for AAPL: Close Price = 121.085
2021-03-09 16:00:00 No data available for MSFT at this time.
2021-03-09 16:00:00 Received data for GOOGL: Close Price = 2040.36
2021-03-09 16:00:00 No data available for AMZN at this time.
2021-03-09 16:00:00 No data available for TSLA at this time.
2021-03-09 16:00:00 No data available for JNJ at this time.
2021-03-09 16:00:00 No data available for PG at this time.
2021-03-10 16:00:00 Received data for AAPL: Close Price = 119.98
2021-03-10 16:00:00 No data available for MSFT at this time.
2021-03-10 16:00:00 Received data for GOOGL: Close Price = 2036.19
2021-03-10 16:00:00 No data available for AMZN at this time.
2021-03-10 16:00:00 No data available for TSLA at this time.
2021-03-10 16:00:00 No data available for JNJ at this time.
2021-03-10 16:00:00 No data available for PG at this time.
2021-03-11 16:00:00 Received data for AAPL: Close Price = 121.96
2021-03-11 16:00:00 No data available for MSFT at this time.
2021-03-11 16:00:00 Received data for GOOGL: Close Price = 2100.54
2021-03-11 16:00:00 No data available for AMZN at this time.
2021-03-11 16:00:00 No data available for TSLA at this time.
2021-03-11 16:00:00 No data available for JNJ at this time.
2021-03-11 16:00:00 No data available for PG at this time.
2021-03-12 16:00:00 Received data for AAPL: Close Price = 121.03
2021-03-12 16:00:00 No data available for MSFT at this time.
2021-03-12 16:00:00 Received data for GOOGL: Close Price = 2050.0
2021-03-12 16:00:00 No data available for AMZN at this time.
2021-03-12 16:00:00 No data available for TSLA at this time.
2021-03-12 16:00:00 No data available for JNJ at this time.
2021-03-12 16:00:00 No data available for PG at this time.
2021-03-15 16:00:00 Received data for AAPL: Close Price = 123.99
2021-03-15 16:00:00 No data available for MSFT at this time.
2021-03-15 16:00:00 Received data for GOOGL: Close Price = 2054.44
2021-03-15 16:00:00 No data available for AMZN at this time.
2021-03-15 16:00:00 No data available for TSLA at this time.
2021-03-15 16:00:00 No data available for JNJ at this time.
2021-03-15 16:00:00 No data available for PG at this time.
2021-03-16 16:00:00 Received data for AAPL: Close Price = 125.57
2021-03-16 16:00:00 No data available for MSFT at this time.
2021-03-16 16:00:00 Received data for GOOGL: Close Price = 2083.89
2021-03-16 16:00:00 No data available for AMZN at this time.
2021-03-16 16:00:00 No data available for TSLA at this time.
2021-03-16 16:00:00 No data available for JNJ at this time.
2021-03-16 16:00:00 No data available for PG at this time.
2021-03-17 16:00:00 Received data for AAPL: Close Price = 124.76
2021-03-17 16:00:00 No data available for MSFT at this time.
2021-03-17 16:00:00 Received data for GOOGL: Close Price = 2082.22
2021-03-17 16:00:00 No data available for AMZN at this time.
2021-03-17 16:00:00 No data available for TSLA at this time.
2021-03-17 16:00:00 No data available for JNJ at this time.
2021-03-17 16:00:00 No data available for PG at this time.
2021-03-18 16:00:00 Received data for AAPL: Close Price = 120.53
2021-03-18 16:00:00 No data available for MSFT at this time.
2021-03-18 16:00:00 Received data for GOOGL: Close Price = 2021.34
2021-03-18 16:00:00 No data available for AMZN at this time.
2021-03-18 16:00:00 No data available for TSLA at this time.
2021-03-18 16:00:00 No data available for JNJ at this time.
2021-03-18 16:00:00 No data available for PG at this time.
2021-03-19 16:00:00 Received data for AAPL: Close Price = 119.99
2021-03-19 16:00:00 No data available for MSFT at this time.
2021-03-19 16:00:00 Received data for GOOGL: Close Price = 2026.96
2021-03-19 16:00:00 No data available for AMZN at this time.
2021-03-19 16:00:00 No data available for TSLA at this time.
2021-03-19 16:00:00 No data available for JNJ at this time.
2021-03-19 16:00:00 No data available for PG at this time.
2021-03-22 16:00:00 Received data for AAPL: Close Price = 123.39
2021-03-22 16:00:00 No data available for MSFT at this time.
2021-03-22 16:00:00 Received data for GOOGL: Close Price = 2030.69
2021-03-22 16:00:00 No data available for AMZN at this time.
2021-03-22 16:00:00 No data available for TSLA at this time.
2021-03-22 16:00:00 No data available for JNJ at this time.
2021-03-22 16:00:00 No data available for PG at this time.
2021-03-23 16:00:00 Received data for AAPL: Close Price = 122.54
2021-03-23 16:00:00 No data available for MSFT at this time.
2021-03-23 16:00:00 Received data for GOOGL: Close Price = 2041.33
2021-03-23 16:00:00 No data available for AMZN at this time.
2021-03-23 16:00:00 No data available for TSLA at this time.
2021-03-23 16:00:00 No data available for JNJ at this time.
2021-03-23 16:00:00 No data available for PG at this time.
2021-03-24 16:00:00 Received data for AAPL: Close Price = 120.09
2021-03-24 16:00:00 No data available for MSFT at this time.
2021-03-24 16:00:00 Received data for GOOGL: Close Price = 2032.53
2021-03-24 16:00:00 No data available for AMZN at this time.
2021-03-24 16:00:00 No data available for TSLA at this time.
2021-03-24 16:00:00 No data available for JNJ at this time.
2021-03-24 16:00:00 No data available for PG at this time.
2021-03-25 16:00:00 Received data for AAPL: Close Price = 120.59
2021-03-25 16:00:00 No data available for MSFT at this time.
2021-03-25 16:00:00 Received data for GOOGL: Close Price = 2032.46
2021-03-25 16:00:00 No data available for AMZN at this time.
2021-03-25 16:00:00 No data available for TSLA at this time.
2021-03-25 16:00:00 No data available for JNJ at this time.
2021-03-25 16:00:00 No data available for PG at this time.
2021-03-26 16:00:00 Received data for AAPL: Close Price = 121.21
2021-03-26 16:00:00 No data available for MSFT at this time.
2021-03-26 16:00:00 Received data for GOOGL: Close Price = 2024.73
2021-03-26 16:00:00 No data available for AMZN at this time.
2021-03-26 16:00:00 No data available for TSLA at this time.
2021-03-26 16:00:00 No data available for JNJ at this time.
2021-03-26 16:00:00 No data available for PG at this time.
2021-03-29 16:00:00 Received data for AAPL: Close Price = 121.39
2021-03-29 16:00:00 No data available for MSFT at this time.
2021-03-29 16:00:00 Received data for GOOGL: Close Price = 2045.79
2021-03-29 16:00:00 No data available for AMZN at this time.
2021-03-29 16:00:00 No data available for TSLA at this time.
2021-03-29 16:00:00 No data available for JNJ at this time.
2021-03-29 16:00:00 No data available for PG at this time.
2021-03-30 16:00:00 Received data for AAPL: Close Price = 119.9
2021-03-30 16:00:00 No data available for MSFT at this time.
2021-03-30 16:00:00 Received data for GOOGL: Close Price = 2046.47
2021-03-30 16:00:00 No data available for AMZN at this time.
2021-03-30 16:00:00 No data available for TSLA at this time.
2021-03-30 16:00:00 No data available for JNJ at this time.
2021-03-30 16:00:00 No data available for PG at this time.
2021-03-31 16:00:00 Received data for AAPL: Close Price = 122.15
2021-03-31 16:00:00 No data available for MSFT at this time.
2021-03-31 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-03-31 16:00:00 No data available for AMZN at this time.
2021-03-31 16:00:00 No data available for TSLA at this time.
2021-03-31 16:00:00 No data available for JNJ at this time.
2021-03-31 16:00:00 No data available for PG at this time.
2021-04-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2021-04-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2021-04-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2021-04-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2021-04-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2021-04-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2021-04-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2021-04-01 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-01 16:00:00 No data available for MSFT at this time.
2021-04-01 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-01 16:00:00 No data available for AMZN at this time.
2021-04-01 16:00:00 No data available for TSLA at this time.
2021-04-01 16:00:00 No data available for JNJ at this time.
2021-04-01 16:00:00 No data available for PG at this time.
2021-04-05 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-05 16:00:00 No data available for MSFT at this time.
2021-04-05 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-05 16:00:00 No data available for AMZN at this time.
2021-04-05 16:00:00 No data available for TSLA at this time.
2021-04-05 16:00:00 No data available for JNJ at this time.
2021-04-05 16:00:00 No data available for PG at this time.
2021-04-06 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-06 16:00:00 No data available for MSFT at this time.
2021-04-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-06 16:00:00 No data available for AMZN at this time.
2021-04-06 16:00:00 No data available for TSLA at this time.
2021-04-06 16:00:00 No data available for JNJ at this time.
2021-04-06 16:00:00 No data available for PG at this time.
2021-04-07 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-07 16:00:00 No data available for MSFT at this time.
2021-04-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-07 16:00:00 No data available for AMZN at this time.
2021-04-07 16:00:00 No data available for TSLA at this time.
2021-04-07 16:00:00 No data available for JNJ at this time.
2021-04-07 16:00:00 No data available for PG at this time.
2021-04-08 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-08 16:00:00 No data available for MSFT at this time.
2021-04-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-08 16:00:00 No data available for AMZN at this time.
2021-04-08 16:00:00 No data available for TSLA at this time.
2021-04-08 16:00:00 No data available for JNJ at this time.
2021-04-08 16:00:00 No data available for PG at this time.
2021-04-09 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-09 16:00:00 No data available for MSFT at this time.
2021-04-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-09 16:00:00 No data available for AMZN at this time.
2021-04-09 16:00:00 No data available for TSLA at this time.
2021-04-09 16:00:00 No data available for JNJ at this time.
2021-04-09 16:00:00 No data available for PG at this time.
2021-04-12 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-12 16:00:00 No data available for MSFT at this time.
2021-04-12 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-12 16:00:00 No data available for AMZN at this time.
2021-04-12 16:00:00 No data available for TSLA at this time.
2021-04-12 16:00:00 No data available for JNJ at this time.
2021-04-12 16:00:00 No data available for PG at this time.
2021-04-13 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-13 16:00:00 No data available for MSFT at this time.
2021-04-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-13 16:00:00 No data available for AMZN at this time.
2021-04-13 16:00:00 No data available for TSLA at this time.
2021-04-13 16:00:00 No data available for JNJ at this time.
2021-04-13 16:00:00 No data available for PG at this time.
2021-04-14 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-14 16:00:00 No data available for MSFT at this time.
2021-04-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-14 16:00:00 No data available for AMZN at this time.
2021-04-14 16:00:00 No data available for TSLA at this time.
2021-04-14 16:00:00 No data available for JNJ at this time.
2021-04-14 16:00:00 No data available for PG at this time.
2021-04-15 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-15 16:00:00 No data available for MSFT at this time.
2021-04-15 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-15 16:00:00 No data available for AMZN at this time.
2021-04-15 16:00:00 No data available for TSLA at this time.
2021-04-15 16:00:00 No data available for JNJ at this time.
2021-04-15 16:00:00 No data available for PG at this time.
2021-04-16 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-16 16:00:00 No data available for MSFT at this time.
2021-04-16 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-16 16:00:00 No data available for AMZN at this time.
2021-04-16 16:00:00 No data available for TSLA at this time.
2021-04-16 16:00:00 No data available for JNJ at this time.
2021-04-16 16:00:00 No data available for PG at this time.
2021-04-19 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-19 16:00:00 No data available for MSFT at this time.
2021-04-19 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-19 16:00:00 No data available for AMZN at this time.
2021-04-19 16:00:00 No data available for TSLA at this time.
2021-04-19 16:00:00 No data available for JNJ at this time.
2021-04-19 16:00:00 No data available for PG at this time.
2021-04-20 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-20 16:00:00 No data available for MSFT at this time.
2021-04-20 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-20 16:00:00 No data available for AMZN at this time.
2021-04-20 16:00:00 No data available for TSLA at this time.
2021-04-20 16:00:00 No data available for JNJ at this time.
2021-04-20 16:00:00 No data available for PG at this time.
2021-04-21 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-21 16:00:00 No data available for MSFT at this time.
2021-04-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-21 16:00:00 No data available for AMZN at this time.
2021-04-21 16:00:00 No data available for TSLA at this time.
2021-04-21 16:00:00 No data available for JNJ at this time.
2021-04-21 16:00:00 No data available for PG at this time.
2021-04-22 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-22 16:00:00 No data available for MSFT at this time.
2021-04-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-22 16:00:00 No data available for AMZN at this time.
2021-04-22 16:00:00 No data available for TSLA at this time.
2021-04-22 16:00:00 No data available for JNJ at this time.
2021-04-22 16:00:00 No data available for PG at this time.
2021-04-23 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-23 16:00:00 No data available for MSFT at this time.
2021-04-23 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-23 16:00:00 No data available for AMZN at this time.
2021-04-23 16:00:00 No data available for TSLA at this time.
2021-04-23 16:00:00 No data available for JNJ at this time.
2021-04-23 16:00:00 No data available for PG at this time.
2021-04-26 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-26 16:00:00 No data available for MSFT at this time.
2021-04-26 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-26 16:00:00 No data available for AMZN at this time.
2021-04-26 16:00:00 No data available for TSLA at this time.
2021-04-26 16:00:00 No data available for JNJ at this time.
2021-04-26 16:00:00 No data available for PG at this time.
2021-04-27 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-27 16:00:00 No data available for MSFT at this time.
2021-04-27 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-27 16:00:00 No data available for AMZN at this time.
2021-04-27 16:00:00 No data available for TSLA at this time.
2021-04-27 16:00:00 No data available for JNJ at this time.
2021-04-27 16:00:00 No data available for PG at this time.
2021-04-28 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-28 16:00:00 No data available for MSFT at this time.
2021-04-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-28 16:00:00 No data available for AMZN at this time.
2021-04-28 16:00:00 No data available for TSLA at this time.
2021-04-28 16:00:00 No data available for JNJ at this time.
2021-04-28 16:00:00 No data available for PG at this time.
2021-04-29 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-29 16:00:00 No data available for MSFT at this time.
2021-04-29 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-29 16:00:00 No data available for AMZN at this time.
2021-04-29 16:00:00 No data available for TSLA at this time.
2021-04-29 16:00:00 No data available for JNJ at this time.
2021-04-29 16:00:00 No data available for PG at this time.
2021-04-30 16:00:00 Received data for AAPL: Close Price = 122.15
2021-04-30 16:00:00 No data available for MSFT at this time.
2021-04-30 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-04-30 16:00:00 No data available for AMZN at this time.
2021-04-30 16:00:00 No data available for TSLA at this time.
2021-04-30 16:00:00 No data available for JNJ at this time.
2021-04-30 16:00:00 No data available for PG at this time.
2021-05-03 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-03 16:00:00 No data available for MSFT at this time.
2021-05-03 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-03 16:00:00 No data available for AMZN at this time.
2021-05-03 16:00:00 No data available for TSLA at this time.
2021-05-03 16:00:00 No data available for JNJ at this time.
2021-05-03 16:00:00 No data available for PG at this time.
2021-05-04 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-04 16:00:00 No data available for MSFT at this time.
2021-05-04 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-04 16:00:00 No data available for AMZN at this time.
2021-05-04 16:00:00 No data available for TSLA at this time.
2021-05-04 16:00:00 No data available for JNJ at this time.
2021-05-04 16:00:00 No data available for PG at this time.
2021-05-05 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-05 16:00:00 No data available for MSFT at this time.
2021-05-05 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-05 16:00:00 No data available for AMZN at this time.
2021-05-05 16:00:00 No data available for TSLA at this time.
2021-05-05 16:00:00 No data available for JNJ at this time.
2021-05-05 16:00:00 No data available for PG at this time.
2021-05-06 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-06 16:00:00 No data available for MSFT at this time.
2021-05-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-06 16:00:00 No data available for AMZN at this time.
2021-05-06 16:00:00 No data available for TSLA at this time.
2021-05-06 16:00:00 No data available for JNJ at this time.
2021-05-06 16:00:00 No data available for PG at this time.
2021-05-07 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-07 16:00:00 No data available for MSFT at this time.
2021-05-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-07 16:00:00 No data available for AMZN at this time.
2021-05-07 16:00:00 No data available for TSLA at this time.
2021-05-07 16:00:00 No data available for JNJ at this time.
2021-05-07 16:00:00 No data available for PG at this time.
2021-05-10 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-10 16:00:00 No data available for MSFT at this time.
2021-05-10 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-10 16:00:00 No data available for AMZN at this time.
2021-05-10 16:00:00 No data available for TSLA at this time.
2021-05-10 16:00:00 No data available for JNJ at this time.
2021-05-10 16:00:00 No data available for PG at this time.
2021-05-11 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-11 16:00:00 No data available for MSFT at this time.
2021-05-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-11 16:00:00 No data available for AMZN at this time.
2021-05-11 16:00:00 No data available for TSLA at this time.
2021-05-11 16:00:00 No data available for JNJ at this time.
2021-05-11 16:00:00 No data available for PG at this time.
2021-05-12 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-12 16:00:00 No data available for MSFT at this time.
2021-05-12 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-12 16:00:00 No data available for AMZN at this time.
2021-05-12 16:00:00 No data available for TSLA at this time.
2021-05-12 16:00:00 No data available for JNJ at this time.
2021-05-12 16:00:00 No data available for PG at this time.
2021-05-13 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-13 16:00:00 No data available for MSFT at this time.
2021-05-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-13 16:00:00 No data available for AMZN at this time.
2021-05-13 16:00:00 No data available for TSLA at this time.
2021-05-13 16:00:00 No data available for JNJ at this time.
2021-05-13 16:00:00 No data available for PG at this time.
2021-05-14 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-14 16:00:00 No data available for MSFT at this time.
2021-05-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-14 16:00:00 No data available for AMZN at this time.
2021-05-14 16:00:00 No data available for TSLA at this time.
2021-05-14 16:00:00 No data available for JNJ at this time.
2021-05-14 16:00:00 No data available for PG at this time.
2021-05-17 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-17 16:00:00 No data available for MSFT at this time.
2021-05-17 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-17 16:00:00 No data available for AMZN at this time.
2021-05-17 16:00:00 No data available for TSLA at this time.
2021-05-17 16:00:00 No data available for JNJ at this time.
2021-05-17 16:00:00 No data available for PG at this time.
2021-05-18 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-18 16:00:00 No data available for MSFT at this time.
2021-05-18 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-18 16:00:00 No data available for AMZN at this time.
2021-05-18 16:00:00 No data available for TSLA at this time.
2021-05-18 16:00:00 No data available for JNJ at this time.
2021-05-18 16:00:00 No data available for PG at this time.
2021-05-19 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-19 16:00:00 No data available for MSFT at this time.
2021-05-19 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-19 16:00:00 No data available for AMZN at this time.
2021-05-19 16:00:00 No data available for TSLA at this time.
2021-05-19 16:00:00 No data available for JNJ at this time.
2021-05-19 16:00:00 No data available for PG at this time.
2021-05-20 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-20 16:00:00 No data available for MSFT at this time.
2021-05-20 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-20 16:00:00 No data available for AMZN at this time.
2021-05-20 16:00:00 No data available for TSLA at this time.
2021-05-20 16:00:00 No data available for JNJ at this time.
2021-05-20 16:00:00 No data available for PG at this time.
2021-05-21 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-21 16:00:00 No data available for MSFT at this time.
2021-05-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-21 16:00:00 No data available for AMZN at this time.
2021-05-21 16:00:00 No data available for TSLA at this time.
2021-05-21 16:00:00 No data available for JNJ at this time.
2021-05-21 16:00:00 No data available for PG at this time.
2021-05-24 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-24 16:00:00 No data available for MSFT at this time.
2021-05-24 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-24 16:00:00 No data available for AMZN at this time.
2021-05-24 16:00:00 No data available for TSLA at this time.
2021-05-24 16:00:00 No data available for JNJ at this time.
2021-05-24 16:00:00 No data available for PG at this time.
2021-05-25 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-25 16:00:00 No data available for MSFT at this time.
2021-05-25 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-25 16:00:00 No data available for AMZN at this time.
2021-05-25 16:00:00 No data available for TSLA at this time.
2021-05-25 16:00:00 No data available for JNJ at this time.
2021-05-25 16:00:00 No data available for PG at this time.
2021-05-26 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-26 16:00:00 No data available for MSFT at this time.
2021-05-26 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-26 16:00:00 No data available for AMZN at this time.
2021-05-26 16:00:00 No data available for TSLA at this time.
2021-05-26 16:00:00 No data available for JNJ at this time.
2021-05-26 16:00:00 No data available for PG at this time.
2021-05-27 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-27 16:00:00 No data available for MSFT at this time.
2021-05-27 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-27 16:00:00 No data available for AMZN at this time.
2021-05-27 16:00:00 No data available for TSLA at this time.
2021-05-27 16:00:00 No data available for JNJ at this time.
2021-05-27 16:00:00 No data available for PG at this time.
2021-05-28 16:00:00 Received data for AAPL: Close Price = 122.15
2021-05-28 16:00:00 No data available for MSFT at this time.
2021-05-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-05-28 16:00:00 No data available for AMZN at this time.
2021-05-28 16:00:00 No data available for TSLA at this time.
2021-05-28 16:00:00 No data available for JNJ at this time.
2021-05-28 16:00:00 No data available for PG at this time.
2021-06-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2021-06-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2021-06-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2021-06-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2021-06-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2021-06-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2021-06-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2021-06-01 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-01 16:00:00 No data available for MSFT at this time.
2021-06-01 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-01 16:00:00 No data available for AMZN at this time.
2021-06-01 16:00:00 No data available for TSLA at this time.
2021-06-01 16:00:00 No data available for JNJ at this time.
2021-06-01 16:00:00 No data available for PG at this time.
2021-06-02 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-02 16:00:00 No data available for MSFT at this time.
2021-06-02 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-02 16:00:00 No data available for AMZN at this time.
2021-06-02 16:00:00 No data available for TSLA at this time.
2021-06-02 16:00:00 No data available for JNJ at this time.
2021-06-02 16:00:00 No data available for PG at this time.
2021-06-03 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-03 16:00:00 No data available for MSFT at this time.
2021-06-03 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-03 16:00:00 No data available for AMZN at this time.
2021-06-03 16:00:00 No data available for TSLA at this time.
2021-06-03 16:00:00 No data available for JNJ at this time.
2021-06-03 16:00:00 No data available for PG at this time.
2021-06-04 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-04 16:00:00 No data available for MSFT at this time.
2021-06-04 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-04 16:00:00 No data available for AMZN at this time.
2021-06-04 16:00:00 No data available for TSLA at this time.
2021-06-04 16:00:00 No data available for JNJ at this time.
2021-06-04 16:00:00 No data available for PG at this time.
2021-06-07 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-07 16:00:00 No data available for MSFT at this time.
2021-06-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-07 16:00:00 No data available for AMZN at this time.
2021-06-07 16:00:00 No data available for TSLA at this time.
2021-06-07 16:00:00 No data available for JNJ at this time.
2021-06-07 16:00:00 No data available for PG at this time.
2021-06-08 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-08 16:00:00 No data available for MSFT at this time.
2021-06-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-08 16:00:00 No data available for AMZN at this time.
2021-06-08 16:00:00 No data available for TSLA at this time.
2021-06-08 16:00:00 No data available for JNJ at this time.
2021-06-08 16:00:00 No data available for PG at this time.
2021-06-09 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-09 16:00:00 No data available for MSFT at this time.
2021-06-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-09 16:00:00 No data available for AMZN at this time.
2021-06-09 16:00:00 No data available for TSLA at this time.
